"ID","Reported Fiscal Year","Fiscal Year","Borough (Code)","Full Borough Name","Council District","Neighborhoods","Sponsor","Project Title","Project Description","Budget Line","Award Amount ($)"
"E  CN210","FY22","FY22","X","Bronx",17,"","Salamanca","NEW COMPUTERS- IS 296/S. BRONX ACADEMY FOR APPLIED MEDIA B:X184 S:X296","FUNDING WILL BE USED TO PURCHASE NEW COMPUTERS","E  D001",50000
"E  CN211","FY22","FY22","X","Bronx",17,"","Salamanca","NEW LAPTOP CARTS - PS 463/URBAN SCHOLARS COMMUNITY SCHOOL B:X198 S:X463","FUNDING WILL BE USED TO PURCHASE LAPTOPS/LAPTOP CARTS","E  D001",50000
"E  CN212","FY22","FY22","X","Bronx",18,"","Diaz Sr.","PS 100 B:X100 S:X100","LAPTOPSCOMPUTERSCARTSSMARTBOARDS","E  D001",150000
"E  CN213","FY22","FY22","X","Bronx",18,"","Diaz Sr.","PS 106 B:X106 S:X106","LAPTOPSCOMPUTERSCARTSSMARTBOARDS","E  D001",150000
"E  CN214","FY22","FY22","X","Bronx",18,"","Diaz Sr.","UA CHARTER SCHOOL FOR COMPUTER SCIENCE B:X420 S:","LAPTOPSCOMPUTERSCARTSSMARTBOARDS","E  D001",150000
"E  CN215","FY22","FY22","X","Bronx",18,"","Diaz Sr.","MOTT HALL V B:X423 S:X242","LAPTOPSCOMPUTERSCARTSSMARTBOARDS","E  D001",150000
"E  CN216","FY22","FY22","X","Bronx",18,"","Diaz Sr.","SCHOOL FOR INQUIRY AND SOCIAL JUSTICE B:X884 S:X427","LAPTOPSCOMPUTERSCARTSSMARTBOARDS","E  D001",150000
"E  CN217","FY22","FY22","X","Bronx",18,"","Diaz Sr.","PS 36 B:X036 S:X036","FOR THE A/V SYSTEM /UNDERFUNDED RESO A FY19","E  D001",250000
"E  CN218","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 21 B:Q021 S:Q021","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN219","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","I.S. 25 B:Q025 S:Q025","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN220","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","WORLD JOURNALISM HIGH SCHOOL B:Q025 S:Q285","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN221","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 29 B:Q029 S:Q029","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN222","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 31 B:Q031 S:Q031","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN223","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 32 B:Q032 S:Q032","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN224","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 41 B:Q041 S:Q041","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN225","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 993 B:Q041 S:Q993","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN226","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","M.S. 67 B:Q067 S:Q067","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN227","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 79 B:Q079 S:Q079","ACOUSTICAL SOUND PROOFING","E  D001",300000
"E  CN228","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 94 B:Q094 S:Q094","HYDROPONICS LAB","E  D001",100000
"E  CN229","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 98 B:Q098 S:Q098","AIR CONDITIONING SHORTFALL FROM FY20","E  D001",250000
"E  CN230","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 98 B:Q098 S:Q098","MOBILE S.T.E.A.M LABS","E  D001",175000
"E  CN231","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 107 B:Q107 S:Q107","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN232","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 129 B:Q129 S:Q129","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN233","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 130 B:Q130 S:Q130","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN234","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","M.S. 158 B:Q158 S:Q158","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN235","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 159 B:Q159 S:Q159","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN236","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 169 B:Q169 S:Q169","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN237","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","M.S. 294 B:Q169 S:Q294","TECHNOLOGY UPGRADE","E  D001",75000
"E  CN238","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 184 B:Q184 S:Q184","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN239","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","J.H.S. 185 B:Q185 S:Q185","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN240","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 193 B:Q193 S:Q193","GYMNASIUM UPGRADES","E  D001",200000
"E  CN241","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","J.H.S. 194 B:Q194 S:Q194","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN242","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 009 B:Q209 S:Q009","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN243","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 209 B:Q209 S:Q209","AUDITORIUM AUDIO AND VISUAL SYSTEM UPGRADES","E  D001",440000
"E  CN244","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 376 B:Q332 S:Q376","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN245","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","M.S. 379 B:Q336 S:Q379","PLAYGROUND RENOVATIONS","E  D001",285000
"E  CN246","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","BAYSIDE HIGH SCHOOL B:Q405 S:Q495","MUSIC ROOM CONVERSION SHORTFALL FY19","E  D001",100000
"E  CN247","FY22","FY22","Q","Queens",19,"Astoria, Ditmars-Steinway","Vallone","P.S. 224  B:Q809 S:Q224","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN248","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","P.S. 20Q - TECHNOLOGY UPGRADES B:Q020 S:Q020","TECHNOLOGY UPGRADE","E  D001",100000
"E  CN249","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","P.S. 22Q - SECURITY CAMERAS B:Q022 S:Q022","ADDITIONAL FUNDING FOR SECURITY CAMERAS","E  D001",500000
"E  CN250","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","QUEENS ACADEMY HIGH SCHOOL - TECHNOLOGY UPGRADE B:Q023 S:Q540","TECHNOLOGY UPGRADE","E  D001",50000
"E  CN251","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","P.S. 24Q - GYMNASIUM UPGRADE B:Q024 S:Q024","ADDITIONAL FUNDING FOR GYMNASIUM UPGRADE","E  D001",300000
"E  CN252","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","P.S. 120Q - AUDITORIUM UPGRADE B:Q120 S:Q120","ADDITIONAL FUNDING FOR AUDITORIUM UPGRADE","E  D001",456000
"E  CN253","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","P.S. 162Q - TECHNOLOGY UPGRADE B:Q162 S:Q162","TECHNOLOGY UPGRADE","E  D001",100000
"E  CN254","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","P.S. 163Q - GYMNASIUM UPGRADE B:Q163 S:Q163","GYMNASIUM UPGRADE","E  D001",100000
"E  CN255","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","P.S. 177Q - GYMNASIUM UPGRADE B:Q177 S:Q177","ADDITIONAL FUNDING FOR GYMNASIUM UPGRADE","E  D001",250000
"E  CN256","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","J.H.S. 189Q - SUPPLEMENTAL COOLING B:Q189 S:Q189","ADDITIONAL FUNDING FOR SUPPLEMENTAL COOLING","E  D001",500000
"E  CN257","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo, Speaker","J.H.S. 189Q - SUPPLEMENTAL COOLING B:Q189 S:Q189","ADDITIONAL FUNDING TO COMPLETE THE SUPPLEMENTAL COOLING PROJECT.","E  D001",858000
"E  CN258","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","FLUSHING INTERNATIONAL HS - GYMNASIUM UPGRADE B:Q189 S:Q263","ADDITIONAL FUNDING FOR GYMNASIUM UPGRADE","E  D001",200000
"E  CN259","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","P.S. 214Q - GYMNASIUM UPGRADE B:Q214 S:Q214","ADDITIONAL FUNDING FOR GYMNASIUM UPGRADE","E  D001",100000
"E  CN260","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","J.H.S. 237Q - SUPPLEMENTAL COOLING B:Q237 S:Q237","ADDITIONAL FUNDING FOR SUPPLEMENTAL COOLING","E  D001",550000
"E  CN261","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo, Speaker","J.H.S. 237Q - SUPPLEMENTAL COOLING B:Q237 S:Q237","ADDITIONAL FUNDING TO COMPLETE THE SUPPLEMENTAL COOLING PROJECT.","E  D001",500000
"E  CN262","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","P.S. 242Q - TECHNOLOGY UPGRADE B:Q242 S:Q242","TECHNOLOGY UPGRADE","E  D001",100000
"E  CN263","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","P.S. 244Q - TECHNOLOGY UPGRADE B:Q244 S:Q244","TECHNOLOGY UPGRADE","E  D001",100000
"E  CN264","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","FRANCIS LEWIS HS - ATHLETIC FIELD RENOVATION B:Q430 S:Q430","ADDITIONAL FUNDING FOR ATHLETIC FIELD RENOVATION","E  D001",317000
"E  CN265","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","VERITAS ACADEMY - TECHNOLOGY UPGRADE B:Q460 S:Q240","TECHNOLOGY UPGRADE","E  D001",52000
"E  CN266","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","QUEENS HS FOR LANGUAGE STUDIES - TECHNOLOGY UPGRADE B:Q460 S:Q241","TECHNOLOGY UPGRADE","E  D001",100000
"E  CN267","FY22","FY22","Q","Queens",20,"Flushing, Queensboro Hill, Murray Hill","Koo","FLUSHING HS  B:Q460 S:Q460","ROOM RENOVATION TO CREATE A TEACHER RESOURCE CENTER ANNEX","E  D001",150000
"E  CN268","FY22","FY22","Q","Queens",21,"Elmhurst, Corona","Moya","PS307 MEDIA LAB RENNOVATION B:Q260 S:Q307","RENOVATE THE LIBRARY MEDIA LAB","E  D001",50000
"E  CN269","FY22","FY22","Q","Queens",21,"Elmhurst, Corona","Moya","PS211 PLAYGROUND RENOVATION B:Q298 S:Q211","PURCHASE PLAYGROUND EQUIPMENT","E  D001",250000
"E  CN270","FY22","FY22","Q","Queens",22,"Forest Hills, Rego Park","Vacant 22","PS 70 AUDITORIUM UPGRADE B:Q070 S:Q070","FY20 RESO A AUDITORIUM UPGRADE","E  D001",300000
"E  CN271","FY22","FY22","Q","Queens",22,"Forest Hills, Rego Park","Vacant 23, Speaker","PS 70 AUDITORIUM UPGRADE B:Q070 S:Q070","FY20 RESO A AUDITORIUM UPGRADE","E  D001",300000
"E  CN272","FY22","FY22","Q","Queens",22,"Forest Hills, Rego Park","Vacant 22","PS 84 PA SYSTEM UPGRADE B:Q084 S:Q084","THIS PROJECT WILL UPGRADE PS 84'S PA SYSTEM.","E  D001",597000
"E  CN274","FY22","FY22","Q","Queens",22,"Forest Hills, Rego Park","Vacant 22","DPR WOODTREE PLAYGROUND BASKETBALL COURTS","RENOVATE THE BASKETBALL COURTS TO ADDRESS DRAINAGE ISSUES","P  D019",2600000
"E  CN276","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q004 S:Q004","TECHNOLOGY UPGRADES","E  D001",60000
"E  CN277","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q018 S:Q018","TECHNOLOGY UPGRADES","E  D001",120000
"E  CN278","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q023 S:Q023","TECHNOLOGY UPGRADES","E  D001",60000
"E  CN279","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","CAFETERIA UPGRADES  B:Q026 S:Q026","FUNDING TO REPLACE TABLESWATER DISPENSARYAND OTHER CAFETERIA UPGRADES.","E  D001",50000
"E  CN280","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q033 S:Q033","TECHNOLOGY LAB UPGRADES","E  D001",100000
"E  CN281","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q035 S:Q035","TECHNOLOGY UPGRADES","E  D001",100000
"E  CN282","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q046 S:Q046","TECHNOLOGY UPGRADES","E  D001",120000
"E  CN283","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q074 S:Q074","TECHNOLOGY UPGRADES","E  D001",175000
"E  CN284","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","UPGRADE COMPUTERS AND LAPTOPS.  B:Q109 S:Q109","TECHNOLOGY UPGRADES","E  D001",175000
"E  CN285","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q115 S:Q115","TECHNOLOGY UPGRADES","E  D001",110000
"E  CN286","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q133 S:Q133","TECHNOLOGY UPGRADES","E  D001",120000
"E  CN287","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q135 S:Q135","TECHNOLOGY UPGRADES","E  D001",120000
"E  CN288","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q172 S:Q172","TECHNOLOGY UPGRADES","E  D001",175000
"E  CN289","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q178 S:Q178","TECHNOLOGY UPGRADES","E  D001",100000
"E  CN290","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q186 S:Q186","TECHNOLOGY UPGRADES","E  D001",110000
"E  CN291","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q188 S:Q188","TECHNOLOGY UPGRADES","E  D001",120000
"E  CN292","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q191 S:Q191","TECHNOLOGY UPGRADES","E  D001",110000
"E  CN293","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q191 S:Q993","TECHNOLOGY UPGRADES","E  D001",60000
"E  CN294","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q203 S:Q203","TECHNOLOGY UPGRADES","E  D001",130000
"E  CN295","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q205 S:Q205","SCIENCE LAB UPGRADES","E  D001",100000
"E  CN296","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","GYM DIVIDER FOR SHARED SPACE B:Q205 S:Q224","GYM DIVIDER FOR SHARED SPACE","E  D001",80000
"E  CN297","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q208 S:Q208","A+ STEM LABS INC.├ü","E  D001",100000
"E  CN298","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q213 S:Q213","TECHNOLOGY UPGRADES","E  D001",100000
"E  CN299","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","SUPPLEMENTAL COOLING B:Q213 S:Q213","SUPPLEMENTAL COOLING","E  D001",205000
"E  CN300","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q221 S:Q221","TECHNOLOGY UPGRADES","E  D001",105000
"E  CN301","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q263 S:Q177","TECHNOLOGY UPGRADES","E  D001",60000
"E  CN302","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","CLASSROOM DESKTOP UPGRADES B:Q263 S:Q295","CLASSROOM DESKTOP UPGRADES","E  D001",100000
"E  CN303","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q266 S:Q266","TECHNOLOGY UPGRADES","E  D001",100000
"E  CN304","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q332 S:Q376","TECHNOLOGY UPGRADES","E  D001",50000
"E  CN305","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE IPADS B:Q361 S:Q390","TECHNOLOGY UPGRADES","E  D001",50000
"E  CN306","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q415 S:Q415","TECHNOLOGY UPGRADES","E  D001",225000
"E  CN307","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q435 S:Q315","TECHNOLOGY UPGRADES","E  D001",75000
"E  CN308","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","BATHROOM UPGRADES B:Q435 S:Q315","BATHROOM UPGRADES","E  D001",50000
"E  CN309","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","LIGHTING UPGRADES B:Q435 S:Q435","LIGHT UPGRADES THROUGHOUT BUILDING","E  D001",150000
"E  CN310","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q566 S:Q566","TECHNOLOGY UPGRADES","E  D001",133000
"E  CN311","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","ELECTRONIC DISPLAY BOARDS B:Q799 S:Q326","ELECTRONIC DISPLAY BOARDS","E  D001",75000
"E  CN312","FY22","FY22","Q","Queens",23,"Woodhaven, Richmond Hill","Grodenchik","PURCHASE TECHNOLOGY  B:Q811 S:Q811","TECHNOLOGY UPGRADES","E  D001",60000
"E  CN313","FY22","FY22","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Gennaro","P.S. 82 - QUEENS B:Q082 S:Q082","TECHNOLOGY PURCHASES","E  D001",300000
"E  CN314","FY22","FY22","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Gennaro","P.S. 131 - QUEENS B:Q131 S:Q131","AUDITORIUM UPGRADE","E  D001",150000
"E  CN315","FY22","FY22","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Gennaro","P.S. 154 - QUEENS B:Q154 S:Q154","TECHNOLOGY UPGRADE","E  D001",150000
"E  CN316","FY22","FY22","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Gennaro","P.S. 164 - QUEENS B:Q164 S:Q164","TECHNOLOGY UPGRADE","E  D001",100000
"E  CN317","FY22","FY22","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Gennaro","J.H.S. 216 - QUEENS B:Q216 S:Q216","AUDITORIUM UPGRADE","E  D001",100000
"E  CN318","FY22","FY22","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Gennaro","I.S. 217 - QUEENS B:Q217 S:Q217","CONSTRUCTION OF MAKER SPACE CLASSROOM LAB","E  D001",300000
"E  CN319","FY22","FY22","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Gennaro","JOHN BOWNE HS - QUEENS B:Q425 S:Q425","AUDITORIUM UPGRADE","E  D001",75000
"E  CN320","FY22","FY22","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Gennaro","JAMAICA GATEWAY TO THE SCIENCES - Q B:Q470 S:Q350","LOCKER ROOM ADDITIONAL FUNDS","E  D001",375000
"E  CN322","FY22","FY22","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Gennaro","THOMAS A. EDISON HS - Q B:Q620 S:Q620","CTE ROOM UPGRADE","E  D001",250000
"E  CN323","FY22","FY22","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Gennaro","YOUNG WOMENS' LEADERSHIP SCHOOL - QUEENS B:Q680 S:Q896","SCIENCE LAB UPGRADE ADDITIONAL FUNDS","E  D001",75000
"E  CN325","FY22","FY22","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Gennaro","R. F. KENNEDY COMM. MIDDLE/HS-Q B:Q707 S:Q670","TECHNOLOGY UPGRADES","E  D001",100000
"E  CN326","FY22","FY22","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Gennaro","R. F. KENNEDY COMM. MIDDLE/HS-Q B:Q707 S:Q670","COMPUTER LAB UPGRADE","E  D001",125000
"E  CN327","FY22","FY22","Q","Queens",25,"Jamaica, Hollis, St. Albans","Dromm","PS/IS 102 - TECHNOLOGY B:Q102 S:Q102","LAPTOPSIPADSCARTS","E  D001",150000
"E  CN328","FY22","FY22","Q","Queens",25,"Jamaica, Hollis, St. Albans","Dromm","I.S. 145 JOSEPH PULITZER - CAFETERIA REDESIGN B:Q145 S:Q145","COMMUNITY FOOD ADVOCATES","E  D001",500000
"E  CN329","FY22","FY22","Q","Queens",25,"Jamaica, Hollis, St. Albans","Dromm","PS 212-TECHNOLOGY B:Q212 S:Q212","PURCHASE OF 60 MACBOOK PRO LAPTOPS","E  D001",116000
"E  CN330","FY22","FY22","Q","Queens",25,"Jamaica, Hollis, St. Albans","Dromm","Q455 NEWTOWN H.S.┬á- CAFETERIA REDESIGN B:Q457 S:Q455","COMMUNITY FOOD ADVOCATES","E  D001",500000
"E  CN331","FY22","FY22","Q","Queens",25,"Jamaica, Hollis, St. Albans","Dromm","PS 721 - TECHNOLOGY B:Q722 S:Q721","PURCHASE OF IPADSLAPTOPSCARTS3D PENSCAMERA EQUIPMENTEYE GAZE TECHNOLOGY ET.AL","E  D001",413000
"E  CN333","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","277Q CLASSROOM AND BATHROOM UPGRADES B:P076 S:277Q","FUNDING FOR CLASSROOM AND BATHROOM UPGRADES","E  D001",50000
"E  CN334","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","P.S. 11Q TECHNOLOGY UPGRADES B:Q011 S:Q011","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",50000
"E  CN335","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","P.S. 76Q TECHNOLOGY UPGRADES B:Q076 S:Q076","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",50000
"E  CN336","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","CS 111Q TECHNOLOGY UPGRADES B:Q111 S:Q111","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",75000
"E  CN337","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","P.S. 112Q TECHNOLOGY UPGRADES B:Q112 S:Q112","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",50000
"E  CN338","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","I.S. 125Q AUDITORIUM UPGRADES B:Q125 S:Q125","FUNDING FOR AUDITORIUM UPGRADES","E  D001",50000
"E  CN339","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","P.S. 150Q TECHNOLOGY UPGRADES B:Q150 S:Q150","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",50000
"E  CN340","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","P.S. 152 TECHNOLOGY UPGRADES B:Q152 S:Q152","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",50000
"E  CN341","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","P.S. 166Q TECHNOLOGY UPGRADES B:Q166 S:Q166","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",50000
"E  CN342","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","P.S. 199Q TECHNOLOGY UPGRADES B:Q199 S:Q199","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",50000
"E  CN343","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","I.S. 204Q GYM UPDATES B:Q204 S:Q204","FUNDING FOR GYM UPDATES","E  D001",75000
"E  CN344","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","ENERGY TECH HIGH SCHOOL TECHNOLOGY UPGRADES B:Q204 S:Q258","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",50000
"E  CN345","FY22","FY22","Q","Queens",26,"Bayside, Douglaston, Little Neck","Van Bramer","P.S./I.S. 78Q TECHNOLOGY UPGRADES B:Q312 S:Q078","FUNDING FOR TECHNOLOGY UPGRADES","E  D001",50000
